,E0,Ep,dL,phi,th_LRL
16823,-20.0,72.0,-1.0,23.0,0.0
16825,-20.0,72.0,-1.0,25.0,0.0
16831,-20.0,72.0,-1.0,31.0,0.0
16834,-20.0,72.0,-1.0,34.0,0.0
16835,-20.0,72.0,-1.0,35.0,0.0
16841,-20.0,72.0,-1.0,41.0,0.0
16846,-20.0,72.0,-1.0,46.0,0.0
16849,-20.0,72.0,-1.0,49.0,0.0
16850,-20.0,72.0,-1.0,50.0,0.0
16863,-20.0,72.0,-1.0,63.0,0.0
16867,-20.0,72.0,-1.0,67.0,0.0
16873,-20.0,72.0,-1.0,73.0,0.0
16875,-20.0,72.0,-1.0,75.0,0.0
16878,-20.0,72.0,-1.0,78.0,0.0
16880,-20.0,72.0,-1.0,80.0,0.0
16881,-20.0,72.0,-1.0,81.0,0.0
16887,-20.0,72.0,-1.0,87.0,0.0
16903,-20.0,72.0,-1.0,103.0,0.0
16917,-20.0,72.0,-1.0,117.0,0.0
16918,-20.0,72.0,-1.0,118.0,0.0
16935,-20.0,72.0,-1.0,135.0,0.0
16941,-20.0,72.0,-1.0,141.0,0.0
16959,-20.0,72.0,-1.0,159.0,0.0
16961,-20.0,72.0,-1.0,161.0,0.0
16962,-20.0,72.0,-1.0,162.0,0.0
16964,-20.0,72.0,-1.0,164.0,0.0
16972,-20.0,72.0,-1.0,172.0,0.0
16975,-20.0,72.0,-1.0,175.0,0.0
16976,-20.0,72.0,-1.0,176.0,0.0
16985,-20.0,72.0,-1.0,185.0,0.0
16986,-20.0,72.0,-1.0,186.0,0.0
16991,-20.0,72.0,-1.0,191.0,0.0
16993,-20.0,72.0,-1.0,193.0,0.0
16995,-20.0,72.0,-1.0,195.0,0.0
16997,-20.0,72.0,-1.0,197.0,0.0
16999,-20.0,72.0,-1.0,199.0,0.0
17098,-20.0,72.0,-1.0,98.0,1.0
17099,-20.0,72.0,-1.0,99.0,1.0
17102,-20.0,72.0,-1.0,102.0,1.0
17104,-20.0,72.0,-1.0,104.0,1.0
17113,-20.0,72.0,-1.0,113.0,1.0
17114,-20.0,72.0,-1.0,114.0,1.0
17127,-20.0,72.0,-1.0,127.0,1.0
17136,-20.0,72.0,-1.0,136.0,1.0
17140,-20.0,72.0,-1.0,140.0,1.0
17202,-20.0,72.0,1.0,2.0,0.0
17204,-20.0,72.0,1.0,4.0,0.0
17207,-20.0,72.0,1.0,7.0,0.0
17208,-20.0,72.0,1.0,8.0,0.0
17217,-20.0,72.0,1.0,17.0,0.0
17223,-20.0,72.0,1.0,23.0,0.0
17225,-20.0,72.0,1.0,25.0,0.0
17231,-20.0,72.0,1.0,31.0,0.0
17234,-20.0,72.0,1.0,34.0,0.0
17235,-20.0,72.0,1.0,35.0,0.0
17241,-20.0,72.0,1.0,41.0,0.0
17246,-20.0,72.0,1.0,46.0,0.0
17249,-20.0,72.0,1.0,49.0,0.0
17250,-20.0,72.0,1.0,50.0,0.0
17263,-20.0,72.0,1.0,63.0,0.0
17267,-20.0,72.0,1.0,67.0,0.0
17273,-20.0,72.0,1.0,73.0,0.0
17275,-20.0,72.0,1.0,75.0,0.0
17278,-20.0,72.0,1.0,78.0,0.0
17280,-20.0,72.0,1.0,80.0,0.0
17281,-20.0,72.0,1.0,81.0,0.0
17287,-20.0,72.0,1.0,87.0,0.0
17303,-20.0,72.0,1.0,103.0,0.0
17317,-20.0,72.0,1.0,117.0,0.0
17318,-20.0,72.0,1.0,118.0,0.0
17335,-20.0,72.0,1.0,135.0,0.0
17341,-20.0,72.0,1.0,141.0,0.0
17359,-20.0,72.0,1.0,159.0,0.0
17361,-20.0,72.0,1.0,161.0,0.0
17362,-20.0,72.0,1.0,162.0,0.0
17364,-20.0,72.0,1.0,164.0,0.0
17372,-20.0,72.0,1.0,172.0,0.0
17375,-20.0,72.0,1.0,175.0,0.0
17376,-20.0,72.0,1.0,176.0,0.0
17385,-20.0,72.0,1.0,185.0,0.0
17386,-20.0,72.0,1.0,186.0,0.0
17391,-20.0,72.0,1.0,191.0,0.0
17393,-20.0,72.0,1.0,193.0,0.0
17395,-20.0,72.0,1.0,195.0,0.0
17397,-20.0,72.0,1.0,197.0,0.0
17399,-20.0,72.0,1.0,199.0,0.0
17498,-20.0,72.0,1.0,98.0,1.0
17499,-20.0,72.0,1.0,99.0,1.0
17502,-20.0,72.0,1.0,102.0,1.0
17504,-20.0,72.0,1.0,104.0,1.0
17513,-20.0,72.0,1.0,113.0,1.0
17514,-20.0,72.0,1.0,114.0,1.0
17527,-20.0,72.0,1.0,127.0,1.0
17536,-20.0,72.0,1.0,136.0,1.0
17540,-20.0,72.0,1.0,140.0,1.0
17600,-20.0,86.4,-1.0,0.0,0.0
17603,-20.0,86.4,-1.0,3.0,0.0
17609,-20.0,86.4,-1.0,9.0,0.0
17610,-20.0,86.4,-1.0,10.0,0.0
17612,-20.0,86.4,-1.0,12.0,0.0
17622,-20.0,86.4,-1.0,22.0,0.0
17623,-20.0,86.4,-1.0,23.0,0.0
17624,-20.0,86.4,-1.0,24.0,0.0
17625,-20.0,86.4,-1.0,25.0,0.0
17629,-20.0,86.4,-1.0,29.0,0.0
17631,-20.0,86.4,-1.0,31.0,0.0
17634,-20.0,86.4,-1.0,34.0,0.0
17635,-20.0,86.4,-1.0,35.0,0.0
17638,-20.0,86.4,-1.0,38.0,0.0
17639,-20.0,86.4,-1.0,39.0,0.0
17640,-20.0,86.4,-1.0,40.0,0.0
17644,-20.0,86.4,-1.0,44.0,0.0
17649,-20.0,86.4,-1.0,49.0,0.0
17662,-20.0,86.4,-1.0,62.0,0.0
17671,-20.0,86.4,-1.0,71.0,0.0
17675,-20.0,86.4,-1.0,75.0,0.0
17679,-20.0,86.4,-1.0,79.0,0.0
17682,-20.0,86.4,-1.0,82.0,0.0
17702,-20.0,86.4,-1.0,102.0,0.0
17714,-20.0,86.4,-1.0,114.0,0.0
17724,-20.0,86.4,-1.0,124.0,0.0
17727,-20.0,86.4,-1.0,127.0,0.0
17751,-20.0,86.4,-1.0,151.0,0.0
17756,-20.0,86.4,-1.0,156.0,0.0
17757,-20.0,86.4,-1.0,157.0,0.0
17759,-20.0,86.4,-1.0,159.0,0.0
17761,-20.0,86.4,-1.0,161.0,0.0
17762,-20.0,86.4,-1.0,162.0,0.0
17765,-20.0,86.4,-1.0,165.0,0.0
17767,-20.0,86.4,-1.0,167.0,0.0
17769,-20.0,86.4,-1.0,169.0,0.0
17772,-20.0,86.4,-1.0,172.0,0.0
17773,-20.0,86.4,-1.0,173.0,0.0
17774,-20.0,86.4,-1.0,174.0,0.0
17775,-20.0,86.4,-1.0,175.0,0.0
17777,-20.0,86.4,-1.0,177.0,0.0
17780,-20.0,86.4,-1.0,180.0,0.0
17781,-20.0,86.4,-1.0,181.0,0.0
17782,-20.0,86.4,-1.0,182.0,0.0
17785,-20.0,86.4,-1.0,185.0,0.0
17786,-20.0,86.4,-1.0,186.0,0.0
17790,-20.0,86.4,-1.0,190.0,0.0
17794,-20.0,86.4,-1.0,194.0,0.0
17799,-20.0,86.4,-1.0,199.0,0.0
17903,-20.0,86.4,-1.0,103.0,1.0
17906,-20.0,86.4,-1.0,106.0,1.0
17910,-20.0,86.4,-1.0,110.0,1.0
17911,-20.0,86.4,-1.0,111.0,1.0
17914,-20.0,86.4,-1.0,114.0,1.0
17921,-20.0,86.4,-1.0,121.0,1.0
17929,-20.0,86.4,-1.0,129.0,1.0
17933,-20.0,86.4,-1.0,133.0,1.0
17934,-20.0,86.4,-1.0,134.0,1.0
18000,-20.0,86.4,1.0,0.0,0.0
18003,-20.0,86.4,1.0,3.0,0.0
18009,-20.0,86.4,1.0,9.0,0.0
18010,-20.0,86.4,1.0,10.0,0.0
18012,-20.0,86.4,1.0,12.0,0.0
18022,-20.0,86.4,1.0,22.0,0.0
18023,-20.0,86.4,1.0,23.0,0.0
18024,-20.0,86.4,1.0,24.0,0.0
18025,-20.0,86.4,1.0,25.0,0.0
18029,-20.0,86.4,1.0,29.0,0.0
18031,-20.0,86.4,1.0,31.0,0.0
18034,-20.0,86.4,1.0,34.0,0.0
18035,-20.0,86.4,1.0,35.0,0.0
18038,-20.0,86.4,1.0,38.0,0.0
18039,-20.0,86.4,1.0,39.0,0.0
18040,-20.0,86.4,1.0,40.0,0.0
18044,-20.0,86.4,1.0,44.0,0.0
18049,-20.0,86.4,1.0,49.0,0.0
18062,-20.0,86.4,1.0,62.0,0.0
18071,-20.0,86.4,1.0,71.0,0.0
18075,-20.0,86.4,1.0,75.0,0.0
18079,-20.0,86.4,1.0,79.0,0.0
18082,-20.0,86.4,1.0,82.0,0.0
18102,-20.0,86.4,1.0,102.0,0.0
18114,-20.0,86.4,1.0,114.0,0.0
18124,-20.0,86.4,1.0,124.0,0.0
18127,-20.0,86.4,1.0,127.0,0.0
18151,-20.0,86.4,1.0,151.0,0.0
18156,-20.0,86.4,1.0,156.0,0.0
18157,-20.0,86.4,1.0,157.0,0.0
18159,-20.0,86.4,1.0,159.0,0.0
18161,-20.0,86.4,1.0,161.0,0.0
18162,-20.0,86.4,1.0,162.0,0.0
18165,-20.0,86.4,1.0,165.0,0.0
18167,-20.0,86.4,1.0,167.0,0.0
18169,-20.0,86.4,1.0,169.0,0.0
18172,-20.0,86.4,1.0,172.0,0.0
18173,-20.0,86.4,1.0,173.0,0.0
18174,-20.0,86.4,1.0,174.0,0.0
18175,-20.0,86.4,1.0,175.0,0.0
18177,-20.0,86.4,1.0,177.0,0.0
18180,-20.0,86.4,1.0,180.0,0.0
18181,-20.0,86.4,1.0,181.0,0.0
18182,-20.0,86.4,1.0,182.0,0.0
18185,-20.0,86.4,1.0,185.0,0.0
18186,-20.0,86.4,1.0,186.0,0.0
18190,-20.0,86.4,1.0,190.0,0.0
18194,-20.0,86.4,1.0,194.0,0.0
18199,-20.0,86.4,1.0,199.0,0.0
18303,-20.0,86.4,1.0,103.0,1.0
18306,-20.0,86.4,1.0,106.0,1.0
18310,-20.0,86.4,1.0,110.0,1.0
18311,-20.0,86.4,1.0,111.0,1.0
18314,-20.0,86.4,1.0,114.0,1.0
18321,-20.0,86.4,1.0,121.0,1.0
18329,-20.0,86.4,1.0,129.0,1.0
18333,-20.0,86.4,1.0,133.0,1.0
18334,-20.0,86.4,1.0,134.0,1.0
18400,-20.0,100.8,-1.0,0.0,0.0
18403,-20.0,100.8,-1.0,3.0,0.0
18404,-20.0,100.8,-1.0,4.0,0.0
18405,-20.0,100.8,-1.0,5.0,0.0
18412,-20.0,100.8,-1.0,12.0,0.0
18417,-20.0,100.8,-1.0,17.0,0.0
18420,-20.0,100.8,-1.0,20.0,0.0
18422,-20.0,100.8,-1.0,22.0,0.0
18430,-20.0,100.8,-1.0,30.0,0.0
18437,-20.0,100.8,-1.0,37.0,0.0
18451,-20.0,100.8,-1.0,51.0,0.0
18452,-20.0,100.8,-1.0,52.0,0.0
18455,-20.0,100.8,-1.0,55.0,0.0
18465,-20.0,100.8,-1.0,65.0,0.0
18468,-20.0,100.8,-1.0,68.0,0.0
18469,-20.0,100.8,-1.0,69.0,0.0
18471,-20.0,100.8,-1.0,71.0,0.0
18473,-20.0,100.8,-1.0,73.0,0.0
18477,-20.0,100.8,-1.0,77.0,0.0
18479,-20.0,100.8,-1.0,79.0,0.0
18483,-20.0,100.8,-1.0,83.0,0.0
18486,-20.0,100.8,-1.0,86.0,0.0
18491,-20.0,100.8,-1.0,91.0,0.0
18494,-20.0,100.8,-1.0,94.0,0.0
18499,-20.0,100.8,-1.0,99.0,0.0
18501,-20.0,100.8,-1.0,101.0,0.0
18502,-20.0,100.8,-1.0,102.0,0.0
18530,-20.0,100.8,-1.0,130.0,0.0
18560,-20.0,100.8,-1.0,160.0,0.0
18562,-20.0,100.8,-1.0,162.0,0.0
18563,-20.0,100.8,-1.0,163.0,0.0
18566,-20.0,100.8,-1.0,166.0,0.0
18570,-20.0,100.8,-1.0,170.0,0.0
18572,-20.0,100.8,-1.0,172.0,0.0
18573,-20.0,100.8,-1.0,173.0,0.0
18574,-20.0,100.8,-1.0,174.0,0.0
18576,-20.0,100.8,-1.0,176.0,0.0
18577,-20.0,100.8,-1.0,177.0,0.0
18585,-20.0,100.8,-1.0,185.0,0.0
18591,-20.0,100.8,-1.0,191.0,0.0
18593,-20.0,100.8,-1.0,193.0,0.0
18597,-20.0,100.8,-1.0,197.0,0.0
18708,-20.0,100.8,-1.0,108.0,1.0
18712,-20.0,100.8,-1.0,112.0,1.0
18717,-20.0,100.8,-1.0,117.0,1.0
18724,-20.0,100.8,-1.0,124.0,1.0
18725,-20.0,100.8,-1.0,125.0,1.0
18726,-20.0,100.8,-1.0,126.0,1.0
18800,-20.0,100.8,1.0,0.0,0.0
18803,-20.0,100.8,1.0,3.0,0.0
18804,-20.0,100.8,1.0,4.0,0.0
18805,-20.0,100.8,1.0,5.0,0.0
18812,-20.0,100.8,1.0,12.0,0.0
18817,-20.0,100.8,1.0,17.0,0.0
18820,-20.0,100.8,1.0,20.0,0.0
18822,-20.0,100.8,1.0,22.0,0.0
18830,-20.0,100.8,1.0,30.0,0.0
18837,-20.0,100.8,1.0,37.0,0.0
18851,-20.0,100.8,1.0,51.0,0.0
18852,-20.0,100.8,1.0,52.0,0.0
18855,-20.0,100.8,1.0,55.0,0.0
18865,-20.0,100.8,1.0,65.0,0.0
18868,-20.0,100.8,1.0,68.0,0.0
18869,-20.0,100.8,1.0,69.0,0.0
18871,-20.0,100.8,1.0,71.0,0.0
18873,-20.0,100.8,1.0,73.0,0.0
18877,-20.0,100.8,1.0,77.0,0.0
18879,-20.0,100.8,1.0,79.0,0.0
18883,-20.0,100.8,1.0,83.0,0.0
18886,-20.0,100.8,1.0,86.0,0.0
18891,-20.0,100.8,1.0,91.0,0.0
18894,-20.0,100.8,1.0,94.0,0.0
18899,-20.0,100.8,1.0,99.0,0.0
18901,-20.0,100.8,1.0,101.0,0.0
18902,-20.0,100.8,1.0,102.0,0.0
18930,-20.0,100.8,1.0,130.0,0.0
18960,-20.0,100.8,1.0,160.0,0.0
18962,-20.0,100.8,1.0,162.0,0.0
18963,-20.0,100.8,1.0,163.0,0.0
18966,-20.0,100.8,1.0,166.0,0.0
18970,-20.0,100.8,1.0,170.0,0.0
18972,-20.0,100.8,1.0,172.0,0.0
18973,-20.0,100.8,1.0,173.0,0.0
18974,-20.0,100.8,1.0,174.0,0.0
18976,-20.0,100.8,1.0,176.0,0.0
18977,-20.0,100.8,1.0,177.0,0.0
18985,-20.0,100.8,1.0,185.0,0.0
18991,-20.0,100.8,1.0,191.0,0.0
18993,-20.0,100.8,1.0,193.0,0.0
18997,-20.0,100.8,1.0,197.0,0.0
19108,-20.0,100.8,1.0,108.0,1.0
19112,-20.0,100.8,1.0,112.0,1.0
19117,-20.0,100.8,1.0,117.0,1.0
19124,-20.0,100.8,1.0,124.0,1.0
19125,-20.0,100.8,1.0,125.0,1.0
19126,-20.0,100.8,1.0,126.0,1.0
19205,-20.0,115.2,-1.0,5.0,0.0
19212,-20.0,115.2,-1.0,12.0,0.0
19214,-20.0,115.2,-1.0,14.0,0.0
19216,-20.0,115.2,-1.0,16.0,0.0
19217,-20.0,115.2,-1.0,17.0,0.0
19218,-20.0,115.2,-1.0,18.0,0.0
19219,-20.0,115.2,-1.0,19.0,0.0
19220,-20.0,115.2,-1.0,20.0,0.0
19221,-20.0,115.2,-1.0,21.0,0.0
19222,-20.0,115.2,-1.0,22.0,0.0
19229,-20.0,115.2,-1.0,29.0,0.0
19234,-20.0,115.2,-1.0,34.0,0.0
19237,-20.0,115.2,-1.0,37.0,0.0
19243,-20.0,115.2,-1.0,43.0,0.0
19247,-20.0,115.2,-1.0,47.0,0.0
19255,-20.0,115.2,-1.0,55.0,0.0
19260,-20.0,115.2,-1.0,60.0,0.0
19262,-20.0,115.2,-1.0,62.0,0.0
19263,-20.0,115.2,-1.0,63.0,0.0
19264,-20.0,115.2,-1.0,64.0,0.0
19265,-20.0,115.2,-1.0,65.0,0.0
19266,-20.0,115.2,-1.0,66.0,0.0
19272,-20.0,115.2,-1.0,72.0,0.0
19275,-20.0,115.2,-1.0,75.0,0.0
19276,-20.0,115.2,-1.0,76.0,0.0
19278,-20.0,115.2,-1.0,78.0,0.0
19279,-20.0,115.2,-1.0,79.0,0.0
19281,-20.0,115.2,-1.0,81.0,0.0
19288,-20.0,115.2,-1.0,88.0,0.0
19289,-20.0,115.2,-1.0,89.0,0.0
19297,-20.0,115.2,-1.0,97.0,0.0
19311,-20.0,115.2,-1.0,111.0,0.0
19317,-20.0,115.2,-1.0,117.0,0.0
19323,-20.0,115.2,-1.0,123.0,0.0
19343,-20.0,115.2,-1.0,143.0,0.0
19354,-20.0,115.2,-1.0,154.0,0.0
19355,-20.0,115.2,-1.0,155.0,0.0
19357,-20.0,115.2,-1.0,157.0,0.0
19361,-20.0,115.2,-1.0,161.0,0.0
19362,-20.0,115.2,-1.0,162.0,0.0
19364,-20.0,115.2,-1.0,164.0,0.0
19366,-20.0,115.2,-1.0,166.0,0.0
19375,-20.0,115.2,-1.0,175.0,0.0
19376,-20.0,115.2,-1.0,176.0,0.0
19381,-20.0,115.2,-1.0,181.0,0.0
19386,-20.0,115.2,-1.0,186.0,0.0
19387,-20.0,115.2,-1.0,187.0,0.0
19390,-20.0,115.2,-1.0,190.0,0.0
19391,-20.0,115.2,-1.0,191.0,0.0
19393,-20.0,115.2,-1.0,193.0,0.0
19397,-20.0,115.2,-1.0,197.0,0.0
19399,-20.0,115.2,-1.0,199.0,0.0
19605,-20.0,115.2,1.0,5.0,0.0
19612,-20.0,115.2,1.0,12.0,0.0
19614,-20.0,115.2,1.0,14.0,0.0
19616,-20.0,115.2,1.0,16.0,0.0
19617,-20.0,115.2,1.0,17.0,0.0
19618,-20.0,115.2,1.0,18.0,0.0
19619,-20.0,115.2,1.0,19.0,0.0
19620,-20.0,115.2,1.0,20.0,0.0
19621,-20.0,115.2,1.0,21.0,0.0
19622,-20.0,115.2,1.0,22.0,0.0
19629,-20.0,115.2,1.0,29.0,0.0
19634,-20.0,115.2,1.0,34.0,0.0
19637,-20.0,115.2,1.0,37.0,0.0
19643,-20.0,115.2,1.0,43.0,0.0
19647,-20.0,115.2,1.0,47.0,0.0
19655,-20.0,115.2,1.0,55.0,0.0
19660,-20.0,115.2,1.0,60.0,0.0
19662,-20.0,115.2,1.0,62.0,0.0
19663,-20.0,115.2,1.0,63.0,0.0
19664,-20.0,115.2,1.0,64.0,0.0
19665,-20.0,115.2,1.0,65.0,0.0
19666,-20.0,115.2,1.0,66.0,0.0
19672,-20.0,115.2,1.0,72.0,0.0
19675,-20.0,115.2,1.0,75.0,0.0
19676,-20.0,115.2,1.0,76.0,0.0
19678,-20.0,115.2,1.0,78.0,0.0
19679,-20.0,115.2,1.0,79.0,0.0
19681,-20.0,115.2,1.0,81.0,0.0
19688,-20.0,115.2,1.0,88.0,0.0
19689,-20.0,115.2,1.0,89.0,0.0
19697,-20.0,115.2,1.0,97.0,0.0
19711,-20.0,115.2,1.0,111.0,0.0
19717,-20.0,115.2,1.0,117.0,0.0
19723,-20.0,115.2,1.0,123.0,0.0
19743,-20.0,115.2,1.0,143.0,0.0
19754,-20.0,115.2,1.0,154.0,0.0
19755,-20.0,115.2,1.0,155.0,0.0
19757,-20.0,115.2,1.0,157.0,0.0
19761,-20.0,115.2,1.0,161.0,0.0
19762,-20.0,115.2,1.0,162.0,0.0
19764,-20.0,115.2,1.0,164.0,0.0
19766,-20.0,115.2,1.0,166.0,0.0
19775,-20.0,115.2,1.0,175.0,0.0
19776,-20.0,115.2,1.0,176.0,0.0
19781,-20.0,115.2,1.0,181.0,0.0
19786,-20.0,115.2,1.0,186.0,0.0
19787,-20.0,115.2,1.0,187.0,0.0
19790,-20.0,115.2,1.0,190.0,0.0
19791,-20.0,115.2,1.0,191.0,0.0
19793,-20.0,115.2,1.0,193.0,0.0
19797,-20.0,115.2,1.0,197.0,0.0
19799,-20.0,115.2,1.0,199.0,0.0
20001,-20.0,144.0,-1.0,1.0,0.0
20002,-20.0,144.0,-1.0,2.0,0.0
20010,-20.0,144.0,-1.0,10.0,0.0
20011,-20.0,144.0,-1.0,11.0,0.0
20013,-20.0,144.0,-1.0,13.0,0.0
20017,-20.0,144.0,-1.0,17.0,0.0
20018,-20.0,144.0,-1.0,18.0,0.0
20021,-20.0,144.0,-1.0,21.0,0.0
20022,-20.0,144.0,-1.0,22.0,0.0
20026,-20.0,144.0,-1.0,26.0,0.0
20027,-20.0,144.0,-1.0,27.0,0.0
20030,-20.0,144.0,-1.0,30.0,0.0
20031,-20.0,144.0,-1.0,31.0,0.0
20035,-20.0,144.0,-1.0,35.0,0.0
20036,-20.0,144.0,-1.0,36.0,0.0
20039,-20.0,144.0,-1.0,39.0,0.0
20040,-20.0,144.0,-1.0,40.0,0.0
20042,-20.0,144.0,-1.0,42.0,0.0
20043,-20.0,144.0,-1.0,43.0,0.0
20045,-20.0,144.0,-1.0,45.0,0.0
20047,-20.0,144.0,-1.0,47.0,0.0
20050,-20.0,144.0,-1.0,50.0,0.0
20052,-20.0,144.0,-1.0,52.0,0.0
20053,-20.0,144.0,-1.0,53.0,0.0
20055,-20.0,144.0,-1.0,55.0,0.0
20057,-20.0,144.0,-1.0,57.0,0.0
20061,-20.0,144.0,-1.0,61.0,0.0
20077,-20.0,144.0,-1.0,77.0,0.0
20090,-20.0,144.0,-1.0,90.0,0.0
20091,-20.0,144.0,-1.0,91.0,0.0
20093,-20.0,144.0,-1.0,93.0,0.0
20096,-20.0,144.0,-1.0,96.0,0.0
20097,-20.0,144.0,-1.0,97.0,0.0
20145,-20.0,144.0,-1.0,145.0,0.0
20148,-20.0,144.0,-1.0,148.0,0.0
20149,-20.0,144.0,-1.0,149.0,0.0
20151,-20.0,144.0,-1.0,151.0,0.0
20154,-20.0,144.0,-1.0,154.0,0.0
20162,-20.0,144.0,-1.0,162.0,0.0
20165,-20.0,144.0,-1.0,165.0,0.0
20166,-20.0,144.0,-1.0,166.0,0.0
20169,-20.0,144.0,-1.0,169.0,0.0
20174,-20.0,144.0,-1.0,174.0,0.0
20175,-20.0,144.0,-1.0,175.0,0.0
20177,-20.0,144.0,-1.0,177.0,0.0
20180,-20.0,144.0,-1.0,180.0,0.0
20182,-20.0,144.0,-1.0,182.0,0.0
20186,-20.0,144.0,-1.0,186.0,0.0
20188,-20.0,144.0,-1.0,188.0,0.0
20189,-20.0,144.0,-1.0,189.0,0.0
20191,-20.0,144.0,-1.0,191.0,0.0
20193,-20.0,144.0,-1.0,193.0,0.0
20194,-20.0,144.0,-1.0,194.0,0.0
20198,-20.0,144.0,-1.0,198.0,0.0
20401,-20.0,144.0,1.0,1.0,0.0
20402,-20.0,144.0,1.0,2.0,0.0
20410,-20.0,144.0,1.0,10.0,0.0
20411,-20.0,144.0,1.0,11.0,0.0
20413,-20.0,144.0,1.0,13.0,0.0
20417,-20.0,144.0,1.0,17.0,0.0
20418,-20.0,144.0,1.0,18.0,0.0
20421,-20.0,144.0,1.0,21.0,0.0
20422,-20.0,144.0,1.0,22.0,0.0
20426,-20.0,144.0,1.0,26.0,0.0
20427,-20.0,144.0,1.0,27.0,0.0
20430,-20.0,144.0,1.0,30.0,0.0
20431,-20.0,144.0,1.0,31.0,0.0
20435,-20.0,144.0,1.0,35.0,0.0
20436,-20.0,144.0,1.0,36.0,0.0
20439,-20.0,144.0,1.0,39.0,0.0
20440,-20.0,144.0,1.0,40.0,0.0
20442,-20.0,144.0,1.0,42.0,0.0
20443,-20.0,144.0,1.0,43.0,0.0
20445,-20.0,144.0,1.0,45.0,0.0
20447,-20.0,144.0,1.0,47.0,0.0
20450,-20.0,144.0,1.0,50.0,0.0
20452,-20.0,144.0,1.0,52.0,0.0
20453,-20.0,144.0,1.0,53.0,0.0
20455,-20.0,144.0,1.0,55.0,0.0
20457,-20.0,144.0,1.0,57.0,0.0
20461,-20.0,144.0,1.0,61.0,0.0
20477,-20.0,144.0,1.0,77.0,0.0
20490,-20.0,144.0,1.0,90.0,0.0
20491,-20.0,144.0,1.0,91.0,0.0
20493,-20.0,144.0,1.0,93.0,0.0
20496,-20.0,144.0,1.0,96.0,0.0
20497,-20.0,144.0,1.0,97.0,0.0
20545,-20.0,144.0,1.0,145.0,0.0
20548,-20.0,144.0,1.0,148.0,0.0
20549,-20.0,144.0,1.0,149.0,0.0
20551,-20.0,144.0,1.0,151.0,0.0
20554,-20.0,144.0,1.0,154.0,0.0
20562,-20.0,144.0,1.0,162.0,0.0
20565,-20.0,144.0,1.0,165.0,0.0
20566,-20.0,144.0,1.0,166.0,0.0
20569,-20.0,144.0,1.0,169.0,0.0
20574,-20.0,144.0,1.0,174.0,0.0
20575,-20.0,144.0,1.0,175.0,0.0
20577,-20.0,144.0,1.0,177.0,0.0
20580,-20.0,144.0,1.0,180.0,0.0
20582,-20.0,144.0,1.0,182.0,0.0
20586,-20.0,144.0,1.0,186.0,0.0
20588,-20.0,144.0,1.0,188.0,0.0
20589,-20.0,144.0,1.0,189.0,0.0
20591,-20.0,144.0,1.0,191.0,0.0
20593,-20.0,144.0,1.0,193.0,0.0
20594,-20.0,144.0,1.0,194.0,0.0
20598,-20.0,144.0,1.0,198.0,0.0
20807,-20.0,172.8,-1.0,7.0,0.0
20808,-20.0,172.8,-1.0,8.0,0.0
20809,-20.0,172.8,-1.0,9.0,0.0
20812,-20.0,172.8,-1.0,12.0,0.0
20813,-20.0,172.8,-1.0,13.0,0.0
20814,-20.0,172.8,-1.0,14.0,0.0
20815,-20.0,172.8,-1.0,15.0,0.0
20816,-20.0,172.8,-1.0,16.0,0.0
20818,-20.0,172.8,-1.0,18.0,0.0
20820,-20.0,172.8,-1.0,20.0,0.0
20821,-20.0,172.8,-1.0,21.0,0.0
20826,-20.0,172.8,-1.0,26.0,0.0
20827,-20.0,172.8,-1.0,27.0,0.0
20829,-20.0,172.8,-1.0,29.0,0.0
20832,-20.0,172.8,-1.0,32.0,0.0
20837,-20.0,172.8,-1.0,37.0,0.0
20847,-20.0,172.8,-1.0,47.0,0.0
20848,-20.0,172.8,-1.0,48.0,0.0
20849,-20.0,172.8,-1.0,49.0,0.0
20856,-20.0,172.8,-1.0,56.0,0.0
20858,-20.0,172.8,-1.0,58.0,0.0
20859,-20.0,172.8,-1.0,59.0,0.0
20863,-20.0,172.8,-1.0,63.0,0.0
20864,-20.0,172.8,-1.0,64.0,0.0
20873,-20.0,172.8,-1.0,73.0,0.0
20874,-20.0,172.8,-1.0,74.0,0.0
20875,-20.0,172.8,-1.0,75.0,0.0
20876,-20.0,172.8,-1.0,76.0,0.0
20882,-20.0,172.8,-1.0,82.0,0.0
20885,-20.0,172.8,-1.0,85.0,0.0
20886,-20.0,172.8,-1.0,86.0,0.0
20892,-20.0,172.8,-1.0,92.0,0.0
20898,-20.0,172.8,-1.0,98.0,0.0
20904,-20.0,172.8,-1.0,104.0,0.0
20911,-20.0,172.8,-1.0,111.0,0.0
20945,-20.0,172.8,-1.0,145.0,0.0
20950,-20.0,172.8,-1.0,150.0,0.0
20953,-20.0,172.8,-1.0,153.0,0.0
20954,-20.0,172.8,-1.0,154.0,0.0
20957,-20.0,172.8,-1.0,157.0,0.0
20958,-20.0,172.8,-1.0,158.0,0.0
20966,-20.0,172.8,-1.0,166.0,0.0
20967,-20.0,172.8,-1.0,167.0,0.0
20972,-20.0,172.8,-1.0,172.0,0.0
20974,-20.0,172.8,-1.0,174.0,0.0
20975,-20.0,172.8,-1.0,175.0,0.0
20979,-20.0,172.8,-1.0,179.0,0.0
20981,-20.0,172.8,-1.0,181.0,0.0
20986,-20.0,172.8,-1.0,186.0,0.0
20989,-20.0,172.8,-1.0,189.0,0.0
